claim_id,filing_date,claim_amount_gbp,track,defended,disposition_type,disposition_date,days_to_resolution,final_awarded_amount_gbp,case_status,event_observed
GC-2024-04307,2024-12-11,930.67,Small claims,False,Default Judgment,2025-02-14,65,930.67,Resolved,1
GC-2024-02770,2024-12-11,1487.17,Small claims,True,Trial Judgment,2025-08-10,242,321.79,Resolved,1
GC-2024-00398,2024-12-11,188.65,Small claims,False,Default Judgment,2025-02-07,58,188.65,Resolved,1
GC-2024-03245,2024-12-11,4054.82,Small claims,True,Trial Judgment,2025-10-08,301,1232.73,Resolved,1
GC-2024-00053,2024-12-12,2698.49,Small claims,False,Default Judgment,2025-02-07,57,2698.49,Resolved,1
GC-2024-04929,2024-12-12,7837.78,Small claims,True,Settled,2025-04-24,133,4809.09,Resolved,1
GC-2024-02325,2024-12-12,531.55,Small claims,False,Paid or discontinued,2025-02-28,78,354.23,Resolved,1
GC-2024-01001,2024-12-12,10785.0,Fast/multi-track,False,Paid or discontinued,2025-01-08,27,5058.23,Resolved,1
GC-2024-03171,2024-12-12,20210.4,Fast/multi-track,False,Paid or discontinued,2025-02-06,56,9623.79,Resolved,1
GC-2024-00819,2024-12-12,11920.66,Fast/multi-track,False,Paid or discontinued,2025-01-21,40,8530.45,Resolved,1
GC-2024-00257,2024-12-12,6418.07,Small claims,False,Default Judgment,2025-01-26,45,6418.07,Resolved,1
GC-2024-00736,2024-12-12,77081.78,Fast/multi-track,False,Paid or discontinued,2025-01-24,43,67542.6,Resolved,1
GC-2024-00149,2024-12-12,7884.3,Small claims,True,Settled,2025-05-14,153,2454.59,Resolved,1
GC-2024-03984,2024-12-12,37980.77,Fast/multi-track,False,Default Judgment,2025-01-29,48,37980.77,Resolved,1
GC-2024-04931,2024-12-12,6945.87,Small claims,False,Paid or discontinued,2025-01-16,35,4684.69,Resolved,1
GC-2024-04745,2024-12-12,1058.22,Small claims,False,Default Judgment,2025-02-02,52,1058.22,Resolved,1
GC-2024-00092,2024-12-12,1206.06,Small claims,True,Settled,2025-04-22,131,426.16,Resolved,1
GC-2024-03237,2024-12-12,1201.64,Small claims,False,Default Judgment,2025-01-25,44,1201.64,Resolved,1
GC-2024-04329,2024-12-12,2114.0,Small claims,False,Paid or discontinued,2025-01-02,21,1743.14,Resolved,1
GC-2024-03002,2024-12-13,140.5,Small claims,False,Default Judgment,2025-02-19,68,140.5,Resolved,1
GC-2024-04016,2024-12-13,1146.15,Small claims,False,Paid or discontinued,2025-01-06,24,735.28,Resolved,1
GC-2024-02360,2024-12-13,1068.66,Small claims,True,Trial Judgment,2025-04-28,136,408.66,Resolved,1
GC-2024-03721,2024-12-13,6946.06,Small claims,False,Default Judgment,2025-01-27,45,6946.06,Resolved,1
GC-2024-04604,2024-12-13,146.98,Small claims,False,Default Judgment,2025-03-01,78,146.98,Resolved,1
GC-2024-01073,2024-12-13,5440.51,Small claims,False,Default Judgment,2025-01-26,44,5440.51,Resolved,1
GC-2024-03742,2024-12-13,672.76,Small claims,True,Settled,2025-11-05,327,359.94,Resolved,1
GC-2024-01619,2024-12-13,833.96,Small claims,True,Settled,2025-06-29,198,279.61,Resolved,1
GC-2024-02889,2024-12-13,3605.96,Small claims,False,Default Judgment,2025-02-07,56,3605.96,Resolved,1
GC-2024-00189,2024-12-13,6665.16,Small claims,False,Paid or discontinued,2024-12-23,10,2626.61,Resolved,1
GC-2024-02001,2024-12-13,9253.53,Small claims,False,Default Judgment,2025-01-14,32,9253.53,Resolved,1
GC-2024-00881,2024-12-13,71747.56,Fast/multi-track,True,Settled,2026-02-11,425,29790.99,Resolved,1
GC-2024-01439,2024-12-13,1069.24,Small claims,False,Paid or discontinued,2025-01-05,23,639.33,Resolved,1
GC-2024-04459,2024-12-13,342.9,Small claims,False,Paid or discontinued,2025-01-02,20,329.74,Resolved,1
GC-2024-00584,2024-12-13,4958.81,Small claims,False,Paid or discontinued,2025-02-02,51,3448.33,Resolved,1
GC-2024-00114,2024-12-14,7406.63,Small claims,True,Settled,2026-02-26,439,3226.23,Resolved,1
GC-2024-01556,2024-12-14,103.8,Small claims,False,Paid or discontinued,2025-01-02,19,63.26,Resolved,1
GC-2024-03710,2024-12-14,443.56,Small claims,False,Default Judgment,2025-02-11,59,443.56,Resolved,1
GC-2024-03548,2024-12-14,2785.93,Small claims,False,Default Judgment,2025-03-07,83,2785.93,Resolved,1
GC-2024-01801,2024-12-14,3903.5,Small claims,False,Default Judgment,2025-03-08,84,3903.5,Resolved,1
GC-2024-00515,2024-12-14,14634.43,Fast/multi-track,False,Paid or discontinued,2024-12-29,15,12619.98,Resolved,1
GC-2024-00782,2024-12-14,2039.88,Small claims,False,Paid or discontinued,2025-01-03,20,887.89,Resolved,1
GC-2024-00997,2024-12-14,300.46,Small claims,False,Paid or discontinued,2025-01-07,24,263.49,Resolved,1
GC-2024-00201,2024-12-14,3265.6,Small claims,True,Settled,2025-06-03,171,2664.08,Resolved,1
GC-2024-00185,2024-12-14,11792.28,Fast/multi-track,False,Paid or discontinued,2024-12-31,17,7720.92,Resolved,1
GC-2024-03903,2024-12-14,17790.75,Fast/multi-track,True,Settled,2025-07-20,218,9066.32,Resolved,1
GC-2024-04322,2024-12-15,5018.69,Small claims,False,Default Judgment,2025-01-25,41,5018.69,Resolved,1
GC-2024-03241,2024-12-15,7254.83,Small claims,False,Default Judgment,2025-01-27,43,7254.83,Resolved,1
GC-2024-01289,2024-12-15,310.67,Small claims,False,Default Judgment,2025-02-14,61,310.67,Resolved,1
GC-2024-01301,2024-12-15,609.47,Small claims,False,Paid or discontinued,2025-01-06,22,517.83,Resolved,1
GC-2024-01379,2024-12-15,38703.2,Fast/multi-track,False,Paid or discontinued,2025-01-19,35,24461.76,Resolved,1
GC-2024-00142,2024-12-15,978.89,Small claims,False,Paid or discontinued,2025-01-10,26,538.63,Resolved,1
GC-2024-02781,2024-12-15,1965.13,Small claims,True,Settled,2025-04-28,134,650.95,Resolved,1
GC-2024-04633,2024-12-15,811.17,Small claims,False,Default Judgment,2025-02-14,61,811.17,Resolved,1
GC-2024-00793,2024-12-15,68492.19,Fast/multi-track,False,Paid or discontinued,2025-01-24,40,61131.26,Resolved,1
GC-2024-04451,2024-12-15,1825.71,Small claims,False,Default Judgment,2025-02-02,49,1825.71,Resolved,1
GC-2024-01045,2024-12-15,1724.82,Small claims,False,Paid or discontinued,2025-01-05,21,861.43,Resolved,1
GC-2024-02707,2024-12-15,1832.47,Small claims,False,Default Judgment,2025-01-16,32,1832.47,Resolved,1
GC-2024-00403,2024-12-15,1108.23,Small claims,True,Settled,2025-09-05,264,466.59,Resolved,1
GC-2024-04642,2024-12-15,2098.01,Small claims,False,Default Judgment,2025-01-30,46,2098.01,Resolved,1
GC-2024-00103,2024-12-15,575.39,Small claims,False,Default Judgment,2025-03-08,83,575.39,Resolved,1
GC-2024-03368,2024-12-16,3837.14,Small claims,False,Paid or discontinued,2025-01-01,16,2453.92,Resolved,1
GC-2024-00330,2024-12-16,406.0,Small claims,False,Paid or discontinued,2025-01-01,16,221.53,Resolved,1
GC-2024-00371,2024-12-16,29373.93,Fast/multi-track,True,Settled,2026-03-06,445,8715.45,Resolved,1
GC-2024-00469,2024-12-16,216.98,Small claims,False,Paid or discontinued,2025-01-03,18,116.7,Resolved,1
GC-2024-04313,2024-12-16,2949.97,Small claims,False,Default Judgment,2025-02-13,59,2949.97,Resolved,1
GC-2024-04714,2024-12-16,2041.03,Small claims,False,Default Judgment,2025-02-03,49,2041.03,Resolved,1
GC-2024-00776,2024-12-16,336.68,Small claims,False,Default Judgment,2025-02-13,59,336.68,Resolved,1
GC-2024-01360,2024-12-16,965.62,Small claims,False,Default Judgment,2025-03-11,85,965.62,Resolved,1
GC-2024-04096,2024-12-16,2989.14,Small claims,False,Default Judgment,2025-02-06,52,2989.14,Resolved,1
GC-2024-00959,2024-12-16,3977.64,Small claims,False,Paid or discontinued,2025-01-22,37,3473.72,Resolved,1
GC-2024-00329,2024-12-16,3893.71,Small claims,False,Paid or discontinued,2025-01-12,27,3363.67,Resolved,1
GC-2024-02635,2024-12-16,19036.01,Fast/multi-track,False,Default Judgment,2025-02-02,48,19036.01,Resolved,1
GC-2024-04213,2024-12-16,942.01,Small claims,False,Default Judgment,2025-02-12,58,942.01,Resolved,1
GC-2024-04592,2024-12-16,3043.54,Small claims,False,Default Judgment,2025-01-17,32,3043.54,Resolved,1
GC-2024-03660,2024-12-16,4360.22,Small claims,False,Default Judgment,2025-02-16,62,4360.22,Resolved,1
GC-2024-04085,2024-12-16,1461.95,Small claims,False,Paid or discontinued,2025-01-10,25,541.13,Resolved,1
GC-2024-01799,2024-12-16,1753.64,Small claims,False,Paid or discontinued,2025-01-27,42,1311.18,Resolved,1
GC-2024-03185,2024-12-16,416.2,Small claims,False,Default Judgment,2025-03-09,83,416.2,Resolved,1
GC-2024-03039,2024-12-16,6555.84,Small claims,False,Paid or discontinued,2025-01-18,33,5644.94,Resolved,1
GC-2024-03469,2024-12-16,13555.34,Fast/multi-track,False,Paid or discontinued,2025-01-17,32,10593.82,Resolved,1
GC-2024-03825,2024-12-16,7474.04,Small claims,True,Settled,2025-03-14,88,1399.62,Resolved,1
GC-2024-04912,2024-12-16,14474.13,Fast/multi-track,False,Default Judgment,2025-01-16,31,14474.13,Resolved,1
GC-2024-02720,2024-12-17,737.08,Small claims,False,Default Judgment,2025-02-04,49,737.08,Resolved,1
GC-2024-02394,2024-12-17,9448.36,Small claims,False,Default Judgment,2025-02-09,54,9448.36,Resolved,1
GC-2024-04859,2024-12-17,37272.95,Fast/multi-track,False,Paid or discontinued,2025-01-28,42,34864.68,Resolved,1
GC-2024-01661,2024-12-17,741.19,Small claims,False,Default Judgment,2025-01-26,40,741.19,Resolved,1
GC-2024-03047,2024-12-17,1839.83,Small claims,False,Paid or discontinued,2025-01-29,43,1343.59,Resolved,1
GC-2024-01997,2024-12-17,17219.35,Fast/multi-track,False,Paid or discontinued,2025-02-09,54,13760.83,Resolved,1
GC-2024-03757,2024-12-17,19935.99,Fast/multi-track,True,Settled,2026-01-09,388,16091.59,Resolved,1
GC-2024-00933,2024-12-17,1370.92,Small claims,False,Default Judgment,2025-02-27,72,1370.92,Resolved,1
GC-2024-01049,2024-12-17,4617.26,Small claims,False,Paid or discontinued,2025-01-14,28,4563.95,Resolved,1
GC-2024-02641,2024-12-17,1622.19,Small claims,False,Paid or discontinued,2025-01-13,27,1251.5,Resolved,1
GC-2024-04687,2024-12-17,1190.76,Small claims,False,Paid or discontinued,2025-02-04,49,916.51,Resolved,1
GC-2024-00790,2024-12-18,1539.13,Small claims,False,Default Judgment,2025-03-23,95,1539.13,Resolved,1
GC-2024-01023,2024-12-18,5376.99,Small claims,False,Default Judgment,2025-02-11,55,5376.99,Resolved,1
GC-2024-03972,2024-12-18,7968.84,Small claims,False,Default Judgment,2025-02-04,48,7968.84,Resolved,1
GC-2024-03971,2024-12-18,3323.26,Small claims,True,Settled,2025-04-08,111,421.46,Resolved,1
GC-2024-01321,2024-12-18,295.08,Small claims,True,Settled,2025-07-12,206,229.31,Resolved,1
GC-2024-04883,2024-12-18,7236.63,Small claims,False,Default Judgment,2025-03-02,74,7236.63,Resolved,1
GC-2024-00529,2024-12-19,49422.82,Fast/multi-track,False,Paid or discontinued,2025-03-18,89,35332.18,Resolved,1
GC-2024-00436,2024-12-19,8544.63,Small claims,False,Paid or discontinued,2025-02-15,58,5506.27,Resolved,1
GC-2024-04727,2024-12-19,422.92,Small claims,False,Paid or discontinued,2025-01-16,28,247.92,Resolved,1
GC-2024-03962,2024-12-19,1710.6,Small claims,True,Trial Judgment,2025-07-27,220,1168.26,Resolved,1
GC-2024-01571,2024-12-19,4353.91,Small claims,False,Default Judgment,2025-01-20,32,4353.91,Resolved,1
GC-2024-02826,2024-12-19,5013.78,Small claims,False,Default Judgment,2025-03-04,75,5013.78,Resolved,1
GC-2024-02952,2024-12-19,14860.08,Fast/multi-track,False,Paid or discontinued,2025-02-25,68,10309.89,Resolved,1
GC-2024-02159,2024-12-19,9280.95,Small claims,False,Default Judgment,2025-03-03,74,9280.95,Resolved,1
GC-2024-01629,2024-12-19,2148.64,Small claims,False,Default Judgment,2025-03-09,80,2148.64,Resolved,1
GC-2024-04584,2024-12-19,1256.56,Small claims,False,Default Judgment,2025-05-06,138,1256.56,Resolved,1
GC-2024-02464,2024-12-19,41853.66,Fast/multi-track,True,Trial Judgment,2025-09-03,258,30712.63,Resolved,1
GC-2024-02140,2024-12-19,519.42,Small claims,False,Default Judgment,2025-01-24,36,519.42,Resolved,1
GC-2024-03843,2024-12-19,2587.84,Small claims,False,Paid or discontinued,2025-01-16,28,2343.44,Resolved,1
GC-2024-00488,2024-12-19,15772.05,Fast/multi-track,False,Default Judgment,2025-03-03,74,15772.05,Resolved,1
GC-2024-04961,2024-12-20,4853.14,Small claims,False,Paid or discontinued,2025-01-31,42,1649.79,Resolved,1
GC-2024-01484,2024-12-20,32729.95,Fast/multi-track,False,Paid or discontinued,2025-01-04,15,22349.19,Resolved,1
GC-2024-00358,2024-12-20,784.08,Small claims,False,Paid or discontinued,2025-02-11,53,595.29,Resolved,1
GC-2024-02655,2024-12-20,4265.71,Small claims,True,Trial Judgment,2025-09-20,274,1459.09,Resolved,1
GC-2024-01302,2024-12-20,15738.32,Fast/multi-track,False,Paid or discontinued,2025-01-08,19,14989.56,Resolved,1
GC-2024-02191,2024-12-20,17550.48,Fast/multi-track,False,Paid or discontinued,2025-01-06,17,11012.27,Resolved,1
GC-2024-03521,2024-12-20,25869.74,Fast/multi-track,False,Default Judgment,2025-01-30,41,25869.74,Resolved,1
GC-2024-02628,2024-12-20,1069.07,Small claims,False,Default Judgment,2025-02-28,70,1069.07,Resolved,1
GC-2024-01918,2024-12-20,6992.86,Small claims,False,Paid or discontinued,2025-01-24,35,5565.18,Resolved,1
GC-2024-01764,2024-12-20,1131.71,Small claims,False,Default Judgment,2025-03-03,73,1131.71,Resolved,1
GC-2024-03837,2024-12-20,2988.17,Small claims,False,Paid or discontinued,2025-02-04,46,2005.72,Resolved,1
GC-2024-03332,2024-12-20,1248.48,Small claims,False,Paid or discontinued,2025-01-14,25,956.71,Resolved,1
GC-2024-00462,2024-12-21,717.64,Small claims,False,Paid or discontinued,2025-01-11,21,345.72,Resolved,1
GC-2024-02581,2024-12-21,11469.37,Fast/multi-track,False,Paid or discontinued,2025-02-08,49,4968.41,Resolved,1
GC-2024-04432,2024-12-21,1355.11,Small claims,False,Default Judgment,2025-02-20,61,1355.11,Resolved,1
GC-2024-03300,2024-12-21,2194.67,Small claims,False,Default Judgment,2025-04-06,106,2194.67,Resolved,1
GC-2024-00873,2024-12-21,2834.38,Small claims,True,Settled,2025-05-11,141,1293.17,Resolved,1
GC-2024-03522,2024-12-21,10214.78,Fast/multi-track,False,Paid or discontinued,2025-01-31,41,8126.89,Resolved,1
GC-2024-04210,2024-12-21,9770.32,Small claims,True,Trial Judgment,2026-05-15,510,7258.89,Resolved,1
GC-2024-02543,2024-12-21,18673.18,Fast/multi-track,False,Paid or discontinued,2025-01-18,28,9505.11,Resolved,1
GC-2024-01720,2024-12-21,3846.83,Small claims,False,Default Judgment,2025-02-07,48,3846.83,Resolved,1
GC-2024-04184,2024-12-21,3447.21,Small claims,False,Paid or discontinued,2025-01-22,32,1912.89,Resolved,1
GC-2024-04315,2024-12-21,4850.96,Small claims,False,Paid or discontinued,2025-01-16,26,2733.89,Resolved,1
GC-2024-04861,2024-12-21,962.37,Small claims,False,Default Judgment,2025-01-25,35,962.37,Resolved,1
GC-2024-03275,2024-12-21,1381.56,Small claims,False,Paid or discontinued,2025-01-12,22,337.91,Resolved,1
GC-2024-00265,2024-12-21,1422.78,Small claims,False,Paid or discontinued,2025-01-27,37,1225.18,Resolved,1
GC-2024-01451,2024-12-21,1036.99,Small claims,False,Paid or discontinued,2025-02-05,46,860.96,Resolved,1
GC-2024-02753,2024-12-21,9916.41,Small claims,False,Default Judgment,2025-04-17,117,9916.41,Resolved,1
GC-2024-00015,2024-12-22,2278.14,Small claims,False,Paid or discontinued,2025-01-26,35,1310.84,Resolved,1
GC-2024-01944,2024-12-22,22247.43,Fast/multi-track,False,Default Judgment,2025-01-23,32,22247.43,Resolved,1
GC-2024-04195,2024-12-22,10261.15,Fast/multi-track,False,Paid or discontinued,2025-01-19,28,4541.12,Resolved,1
GC-2024-02595,2024-12-22,16862.14,Fast/multi-track,False,Default Judgment,2025-02-01,41,16862.14,Resolved,1
GC-2024-04648,2024-12-22,5189.98,Small claims,True,Settled,2025-02-25,65,1932.45,Resolved,1
GC-2024-00844,2024-12-22,1289.85,Small claims,False,Default Judgment,2025-02-18,58,1289.85,Resolved,1
GC-2024-03032,2024-12-22,3465.23,Small claims,False,Default Judgment,2025-02-17,57,3465.23,Resolved,1
GC-2024-00443,2024-12-22,4087.21,Small claims,False,Paid or discontinued,2025-01-31,40,3693.27,Resolved,1
GC-2024-00290,2024-12-22,2976.17,Small claims,False,Paid or discontinued,2025-02-21,61,699.54,Resolved,1
GC-2024-02602,2024-12-22,510.39,Small claims,False,Default Judgment,2025-02-08,48,510.39,Resolved,1
GC-2024-04321,2024-12-22,1938.29,Small claims,False,Paid or discontinued,2025-01-16,25,1615.37,Resolved,1
GC-2024-00381,2024-12-22,1591.18,Small claims,False,Paid or discontinued,2025-01-18,27,817.03,Resolved,1
GC-2024-03767,2024-12-22,225.95,Small claims,False,Paid or discontinued,2025-02-10,50,61.23,Resolved,1
GC-2024-01463,2024-12-22,784.13,Small claims,False,Paid or discontinued,2025-02-11,51,448.78,Resolved,1
GC-2024-00645,2024-12-22,2615.88,Small claims,False,Paid or discontinued,2025-02-10,50,2166.08,Resolved,1
GC-2024-04415,2024-12-23,202.62,Small claims,False,Paid or discontinued,2025-01-22,30,142.25,Resolved,1
GC-2024-02081,2024-12-23,6841.68,Small claims,True,Settled,2025-06-12,171,3128.98,Resolved,1
GC-2024-04445,2024-12-23,5699.69,Small claims,False,Default Judgment,2025-02-04,43,5699.69,Resolved,1
GC-2024-04373,2024-12-23,1567.61,Small claims,True,Settled,2025-04-21,119,500.41,Resolved,1
GC-2024-03304,2024-12-23,3006.98,Small claims,False,Default Judgment,2025-03-07,74,3006.98,Resolved,1
GC-2024-05037,2024-12-23,4411.29,Small claims,False,Default Judgment,2025-02-15,54,4411.29,Resolved,1
GC-2024-03423,2024-12-23,1628.36,Small claims,False,Paid or discontinued,2025-01-15,23,990.7,Resolved,1
GC-2024-03880,2024-12-23,2156.94,Small claims,False,Default Judgment,2025-02-08,47,2156.94,Resolved,1
GC-2024-04624,2024-12-23,2520.09,Small claims,False,Paid or discontinued,2025-01-17,25,1936.25,Resolved,1
GC-2024-03594,2024-12-23,250.68,Small claims,False,Paid or discontinued,2025-01-20,28,148.92,Resolved,1
GC-2024-02877,2024-12-23,2272.71,Small claims,False,Paid or discontinued,2025-02-02,41,1208.62,Resolved,1
GC-2024-04936,2024-12-23,8748.81,Small claims,False,Default Judgment,2025-02-06,45,8748.81,Resolved,1
GC-2024-04185,2024-12-23,3526.37,Small claims,False,Paid or discontinued,2025-01-15,23,2163.62,Resolved,1
GC-2024-01443,2024-12-23,2007.9,Small claims,True,Settled,2025-05-05,133,517.38,Resolved,1
GC-2024-04833,2024-12-23,20980.16,Fast/multi-track,False,Paid or discontinued,2025-01-20,28,13781.48,Resolved,1
GC-2024-01840,2024-12-23,27669.33,Fast/multi-track,True,Settled,2025-09-30,281,6932.29,Resolved,1
GC-2024-01282,2024-12-23,2625.42,Small claims,False,Default Judgment,2025-02-11,50,2625.42,Resolved,1
GC-2024-04646,2024-12-24,1679.29,Small claims,False,Paid or discontinued,2025-01-20,27,563.32,Resolved,1
GC-2024-00017,2024-12-24,1688.21,Small claims,False,Default Judgment,2025-02-19,57,1688.21,Resolved,1
GC-2024-00739,2024-12-24,3343.35,Small claims,False,Paid or discontinued,2025-02-01,39,2929.9,Resolved,1
GC-2024-00811,2024-12-24,2893.8,Small claims,False,Default Judgment,2025-02-08,46,2893.8,Resolved,1
GC-2024-04354,2024-12-24,943.2,Small claims,False,Default Judgment,2025-02-13,51,943.2,Resolved,1
GC-2024-02565,2024-12-24,694.51,Small claims,False,Paid or discontinued,2025-01-17,24,596.8,Resolved,1
GC-2024-00547,2024-12-24,7433.79,Small claims,False,Paid or discontinued,2025-01-23,30,6471.49,Resolved,1
GC-2024-02278,2024-12-24,4163.71,Small claims,False,Paid or discontinued,2025-01-09,16,2823.39,Resolved,1
GC-2024-02163,2024-12-24,3400.13,Small claims,False,Paid or discontinued,2025-01-30,37,2342.84,Resolved,1
GC-2024-03463,2024-12-24,46423.03,Fast/multi-track,False,Paid or discontinued,2025-03-21,87,18330.34,Resolved,1
GC-2024-02592,2024-12-24,38081.33,Fast/multi-track,True,Settled,2025-12-05,346,20421.06,Resolved,1
GC-2024-02092,2024-12-24,4375.56,Small claims,False,Default Judgment,2025-02-07,45,4375.56,Resolved,1
GC-2024-00216,2024-12-24,4148.23,Small claims,False,Paid or discontinued,2025-01-16,23,3908.95,Resolved,1
GC-2024-01757,2024-12-24,3895.33,Small claims,False,Default Judgment,2025-02-11,49,3895.33,Resolved,1
GC-2024-02233,2024-12-25,365.38,Small claims,False,Default Judgment,2025-02-02,39,365.38,Resolved,1
GC-2024-01466,2024-12-25,1317.63,Small claims,False,Paid or discontinued,2025-01-30,36,1146.24,Resolved,1
GC-2024-02732,2024-12-25,7081.45,Small claims,False,Paid or discontinued,2025-01-17,23,6417.28,Resolved,1
GC-2024-02342,2024-12-25,22004.65,Fast/multi-track,False,Paid or discontinued,2025-01-15,21,20714.45,Resolved,1
GC-2024-01124,2024-12-25,12356.92,Fast/multi-track,True,Settled,2025-04-17,113,6930.32,Resolved,1
GC-2024-01296,2024-12-25,819.59,Small claims,False,Default Judgment,2025-04-06,102,819.59,Resolved,1
GC-2024-04644,2024-12-25,539.98,Small claims,False,Default Judgment,2025-02-07,44,539.98,Resolved,1
GC-2024-03561,2024-12-25,1613.91,Small claims,False,Default Judgment,2025-02-23,60,1613.91,Resolved,1
GC-2024-02289,2024-12-25,3299.6,Small claims,False,Paid or discontinued,2025-01-21,27,2125.44,Resolved,1
GC-2024-01514,2024-12-25,2677.37,Small claims,True,Trial Judgment,2025-04-27,123,0.0,Resolved,1
GC-2024-01762,2024-12-25,4991.22,Small claims,False,Paid or discontinued,2025-01-12,18,3454.13,Resolved,1
GC-2024-04922,2024-12-25,2095.93,Small claims,False,Default Judgment,2025-03-11,76,2095.93,Resolved,1
GC-2024-04319,2024-12-25,1028.62,Small claims,False,Paid or discontinued,2025-01-16,22,765.45,Resolved,1
GC-2024-04634,2024-12-25,69799.05,Fast/multi-track,True,Settled,2026-05-24,515,20214.8,Resolved,1
GC-2024-00122,2024-12-25,1699.92,Small claims,False,Default Judgment,2025-03-19,84,1699.92,Resolved,1
GC-2024-01476,2024-12-25,855.22,Small claims,False,Default Judgment,2025-02-01,38,855.22,Resolved,1
GC-2024-02012,2024-12-25,2134.14,Small claims,False,Paid or discontinued,2025-02-07,44,1517.15,Resolved,1
GC-2024-00535,2024-12-25,13153.93,Fast/multi-track,True,Settled,2025-05-12,138,3756.99,Resolved,1
GC-2024-01811,2024-12-25,1867.72,Small claims,False,Default Judgment,2025-02-11,48,1867.72,Resolved,1
GC-2024-00597,2024-12-25,285.85,Small claims,False,Paid or discontinued,2025-03-05,70,248.91,Resolved,1
GC-2024-02576,2024-12-26,921.62,Small claims,False,Paid or discontinued,2025-01-13,18,714.71,Resolved,1
GC-2024-03976,2024-12-26,3753.09,Small claims,False,Default Judgment,2025-02-15,51,3753.09,Resolved,1
GC-2024-02202,2024-12-26,4152.11,Small claims,False,Default Judgment,2025-02-19,55,4152.11,Resolved,1
GC-2024-02184,2024-12-26,1094.51,Small claims,False,Default Judgment,2025-02-16,52,1094.51,Resolved,1
GC-2024-02337,2024-12-26,17887.09,Fast/multi-track,False,Default Judgment,2025-02-13,49,17887.09,Resolved,1
GC-2024-00580,2024-12-26,1435.02,Small claims,False,Default Judgment,2025-02-15,51,1435.02,Resolved,1
GC-2024-03177,2024-12-26,3492.01,Small claims,False,Paid or discontinued,2025-01-20,25,2276.1,Resolved,1
GC-2024-00094,2024-12-26,9024.25,Small claims,False,Default Judgment,2025-02-19,55,9024.25,Resolved,1
GC-2024-03067,2024-12-26,9024.51,Small claims,False,Default Judgment,2025-02-23,59,9024.51,Resolved,1
GC-2024-00838,2024-12-26,1689.7,Small claims,False,Default Judgment,2025-02-14,50,1689.7,Resolved,1
GC-2024-00772,2024-12-26,1532.09,Small claims,False,Paid or discontinued,2025-02-20,56,1147.82,Resolved,1
GC-2024-01707,2024-12-26,473.15,Small claims,False,Default Judgment,2025-02-10,46,473.15,Resolved,1
GC-2024-02881,2024-12-26,8071.98,Small claims,False,Paid or discontinued,2025-03-07,71,6254.21,Resolved,1
GC-2024-04689,2024-12-26,1511.33,Small claims,False,Default Judgment,2025-02-28,64,1511.33,Resolved,1
GC-2024-02262,2024-12-26,1743.5,Small claims,False,Paid or discontinued,2025-03-04,68,408.71,Resolved,1
GC-2024-00509,2024-12-26,1598.3,Small claims,False,Default Judgment,2025-03-06,70,1598.3,Resolved,1
GC-2024-02078,2024-12-26,4111.91,Small claims,False,Paid or discontinued,2025-01-13,18,3012.2,Resolved,1
GC-2024-03236,2024-12-26,4409.37,Small claims,False,Default Judgment,2025-02-20,56,4409.37,Resolved,1
GC-2024-02825,2024-12-26,214.99,Small claims,False,Default Judgment,2025-02-13,49,214.99,Resolved,1
GC-2024-03714,2024-12-26,297.78,Small claims,False,Default Judgment,2025-03-08,72,297.78,Resolved,1
GC-2024-01205,2024-12-26,843.38,Small claims,False,Default Judgment,2025-01-22,27,843.38,Resolved,1
GC-2024-01241,2024-12-26,371.23,Small claims,False,Default Judgment,2025-03-28,92,371.23,Resolved,1
GC-2024-01161,2024-12-26,10460.01,Fast/multi-track,False,Paid or discontinued,2025-01-10,15,2279.83,Resolved,1
GC-2024-00788,2024-12-27,891.37,Small claims,False,Default Judgment,2025-02-03,38,891.37,Resolved,1
GC-2024-01935,2024-12-27,12081.28,Fast/multi-track,False,Default Judgment,2025-01-28,32,12081.28,Resolved,1
GC-2024-03465,2024-12-27,1037.19,Small claims,True,Settled,2025-10-18,295,388.54,Resolved,1
GC-2024-00741,2024-12-27,1517.87,Small claims,False,Default Judgment,2025-02-04,39,1517.87,Resolved,1
GC-2024-02843,2024-12-27,1772.26,Small claims,False,Paid or discontinued,2025-01-19,23,1135.83,Resolved,1
GC-2024-00093,2024-12-27,2069.0,Small claims,False,Default Judgment,2025-02-13,48,2069.0,Resolved,1
GC-2024-04509,2024-12-27,9472.06,Small claims,False,Default Judgment,2025-02-10,45,9472.06,Resolved,1
GC-2024-04511,2024-12-27,3204.8,Small claims,False,Default Judgment,2025-02-13,48,3204.8,Resolved,1
GC-2024-01027,2024-12-27,691.14,Small claims,False,Default Judgment,2025-02-26,61,691.14,Resolved,1
GC-2024-00476,2024-12-27,1790.95,Small claims,False,Default Judgment,2025-02-22,57,1790.95,Resolved,1
GC-2024-02087,2024-12-27,10247.36,Fast/multi-track,False,Paid or discontinued,2025-01-15,19,8227.3,Resolved,1
GC-2024-02976,2024-12-27,1353.6,Small claims,False,Default Judgment,2025-02-08,43,1353.6,Resolved,1
GC-2024-01578,2024-12-28,5967.6,Small claims,False,Paid or discontinued,2025-01-05,8,2280.39,Resolved,1
GC-2024-01395,2024-12-28,16729.74,Fast/multi-track,False,Paid or discontinued,2025-02-15,49,14942.85,Resolved,1
GC-2024-01150,2024-12-28,7870.33,Small claims,False,Paid or discontinued,2025-01-13,16,6717.19,Resolved,1
